,Date,Ticker,Close,High,Low,Open,Volume
0,2019-01-02,NVDA,3.377544641494751,3.4335807989315374,3.2245609518145475,3.239189874819992,508752000
1,2019-01-03,NVDA,3.173483371734619,3.3512619200370706,3.1660450050395994,3.317293055632547,705552000
2,2019-01-04,NVDA,3.376800537109375,3.4149843243896907,3.2158824046922083,3.2466278256331824,585620000
3,2019-01-07,NVDA,3.5555717945098877,3.5925160614928475,3.382752038249361,3.434077418849813,709160000
4,2019-01-08,NVDA,3.467052936553955,3.6393767635915464,3.394404199379161,3.6371450411481376,786016000
5,2019-01-09,NVDA,3.5352394580841064,3.5825974791842783,3.467797585926189,3.518378812698559,617260000
6,2019-01-10,NVDA,3.600945472717285,3.6096236069964913,3.4554001554766547,3.515899520319643,523156000
7,2019-01-11,NVDA,3.6902074813842773,3.7130186826147855,3.5508607390614735,3.5786307737100227,874764000
8,2019-01-14,NVDA,3.7301266193389893,3.7554173535643547,3.614334994925471,3.637890102118774,730168000
9,2019-01-15,NVDA,3.715993642807007,3.8022793677617206,3.6976454174440043,3.762855570797725,617012000
10,2019-01-16,NVDA,3.690455198287964,3.776245071433084,3.685000505314257,3.7432681561342656,470104000
11,2019-01-17,NVDA,3.7618629932403564,3.801782640734232,3.6302027127852887,3.657477114788201,493436000
12,2019-01-18,NVDA,3.8910443782806396,3.9170790175147565,3.760127983854702,3.811701166255568,651336000
13,2019-01-22,NVDA,3.688718795776367,3.8724481297540048,3.6584692333230397,3.8607946020396438,661552000
14,2019-01-23,NVDA,3.7016124725341797,3.8327769213183607,3.670371187700539,3.744011663115966,591020000
15,2019-01-24,NVDA,3.9136078357696533,3.9312119161807204,3.781451671668244,3.786162692703459,708972000
16,2019-01-25,NVDA,3.97088360786438,3.9889837847391187,3.7514499988212924,3.8541002716388526,1154572000
17,2019-01-28,NVDA,3.421926975250244,3.5119319920686225,3.2481157775417806,3.3857266246901006,2511528000
18,2019-01-29,NVDA,3.2629928588867188,3.424159063291572,3.248363935581564,3.375809083739397,1153932000
19,2019-01-30,NVDA,3.40655517578125,3.420936052853785,3.2595220164842664,3.339113291234349,974228000
20,2019-01-31,NVDA,3.56424880027771,3.599953288457982,3.381511198567703,3.4033306736949234,842852000
21,2019-02-01,NVDA,3.588547945022583,3.6396252666401128,3.5352393734604544,3.582845204993556,625048000
22,2019-02-04,NVDA,3.698885679244995,3.7360777581191744,3.5823501361983126,3.6044174300246863,528592000
23,2019-02-05,NVDA,3.717977285385132,3.7546735016634356,3.677065907263031,3.7107867290905046,542424000
24,2019-02-06,NVDA,3.7936012744903564,3.858067757324207,3.745747390238805,3.7512020827745176,702464000
25,2019-02-07,NVDA,3.6552462577819824,3.749466447138257,3.6123514429834804,3.747234960518667,637120000
26,2019-02-08,NVDA,3.673842668533325,3.6845042423873977,3.5736716868102207,3.588052562810112,461604000
27,2019-02-11,NVDA,3.631195545196533,3.6840082624667483,3.58284556472501,3.629707729802193,495180000
28,2019-02-12,NVDA,3.7482261657714844,3.7638470428892514,3.6552457565021763,3.6696268664543163,591060000
29,2019-02-13,NVDA,3.7906265258789062,3.8637711560805963,3.764096020530672,3.777733227115846,605372000
30,2019-02-14,NVDA,3.8315370082855225,3.8598031342649817,3.7464908187723616,3.7896339153887535,827264000
31,2019-02-15,NVDA,3.9012107849121094,4.0631204336021245,3.8783995851360302,4.040309470287497,1516748000
32,2019-02-19,NVDA,3.8838536739349365,3.9644368865774617,3.8714564748773923,3.890548369512055,551892000
33,2019-02-20,NVDA,3.9312119483947754,3.998405774245338,3.901954339175043,3.913111771758899,540988000
34,2019-02-21,NVDA,3.8622822761535645,3.968403795380903,3.847653354144343,3.9438572086299692,448548000
35,2019-02-22,NVDA,3.947080612182617,3.9659246963521837,3.900466497835945,3.914103701347304,401740000
36,2019-02-25,NVDA,3.934683084487915,4.098080519122409,3.926004714319393,4.030638887763468,656020000
37,2019-02-26,NVDA,3.895259380340576,3.986008305437182,3.861786375463224,3.929972152412802,488464000
38,2019-02-27,NVDA,3.85335636138916,3.907408840616696,3.7963282516693466,3.8808785788285443,500256000
39,2019-02-28,NVDA,3.828784465789795,3.8694899386371526,3.806446365002562,3.84715160114478,324944000
40,2019-03-01,NVDA,3.883140802383423,3.9253351462695605,3.820345302125068,3.878672993316453,357188000
41,2019-03-04,NVDA,3.891331672668457,3.9444471194296074,3.8347411579516906,3.921612412624191,409992000
42,2019-03-05,NVDA,3.884878396987915,3.923101540902411,3.821338219505678,3.8756947114689986,362924000
43,2019-03-06,NVDA,3.7739319801330566,3.8843823969612887,3.771201822770907,3.8759436211577514,403524000
44,2019-03-07,NVDA,3.7046830654144287,3.7600325424132524,3.658517275100549,3.7503524850138823,450104000
45,2019-03-08,NVDA,3.7389352321624756,3.7496080309441586,3.5939843324498946,3.615329930013261,422416000
46,2019-03-11,NVDA,3.9995479583740234,4.022382426606704,3.7153550731735274,3.7625138315804296,859728000
47,2019-03-12,NVDA,4.03380012512207,4.080213735749411,3.951148146266168,4.027346597107547,579576000
48,2019-03-13,NVDA,4.185205936431885,4.214493947493567,4.063834384820966,4.071280657830199,768900000
49,2019-03-14,NVDA,4.109253883361816,4.206301561816602,4.101559546771888,4.194387719779923,519384000
50,2019-03-15,NVDA,4.214740753173828,4.257431469987885,4.148966552191375,4.152441383483336,661484000
51,2019-03-18,NVDA,4.193395137786865,4.300122639421374,4.166340688507182,4.246262281246129,486992000
52,2019-03-19,NVDA,4.361179351806641,4.40560794827417,4.271081824258751,4.2879593697862415,854972000
53,2019-03-20,NVDA,4.328665733337402,4.44358369967937,4.293916949026843,4.390219951705162,719148000
54,2019-03-21,NVDA,4.565451622009277,4.591761397248561,4.346784842815407,4.351749022809274,824312000
55,2019-03-22,NVDA,4.405609607696533,4.586797945549516,4.391710280234971,4.538150299434049,747644000
56,2019-03-25,NVDA,4.313277244567871,4.429187957112007,4.247006910656651,4.364903579201484,525212000
57,2019-03-26,NVDA,4.389970779418945,4.51109370315195,4.333628348462144,4.45499981250345,703508000
58,2019-03-27,NVDA,4.380789279937744,4.46195169664589,4.311292641000052,4.415538072816937,474372000
59,2019-03-28,NVDA,4.399404048919678,4.46517777883166,4.34628836292998,4.406849845718604,480264000
60,2019-03-29,NVDA,4.456738471984863,4.4810627636924805,4.415785172073401,4.466170224260819,456896000
61,2019-04-01,NVDA,4.52424955368042,4.554530289501977,4.476842730916714,4.548573369112961,483824000
62,2019-04-02,NVDA,4.542121887207031,4.586550506491953,4.505388080575092,4.548327350739411,440920000
63,2019-04-03,NVDA,4.681611061096191,4.740683669155821,4.5867973971812805,4.591761577369877,783504000
64,2019-04-04,NVDA,4.6726765632629395,4.715119220915668,4.609881048061594,4.666223033441049,457376000
65,2019-04-05,NVDA,4.739442825317383,4.756817457582848,4.67937794376251,4.715863677358308,481744000
66,2019-04-08,NVDA,4.760290622711182,4.785359110769685,4.6848366182031,4.708912365161785,424192000
