,Date,Ticker,Close,High,Low,Open,Volume
0,2019-01-02,MSFT,94.94552612304688,95.53705518809,92.89863856073109,93.47139199538391,35329300
1,2019-01-03,MSFT,91.45266723632812,94.07230811229854,91.26487512341431,93.98779987060317,42579100
2,2019-01-04,MSFT,95.70604705810547,96.25063336606694,92.88923021993523,93.63099284694434,44060600
3,2019-01-07,MSFT,95.82810974121094,96.9642250442418,94.81406108990518,95.43375708995116,35656100
4,2019-01-08,MSFT,96.52291870117188,97.6214754598207,95.4994716078362,96.74826202418149,31514400
5,2019-01-09,MSFT,97.90318298339844,98.47593644362601,96.93607679553337,97.51822165314393,32280800
6,2019-01-10,MSFT,97.27408599853516,97.41492829142284,96.12857918956895,96.91729173161805,30067600
7,2019-01-11,MSFT,96.52291870117188,97.12383900488757,95.43374617347777,96.88910428738815,28314200
8,2019-01-14,MSFT,95.8187255859375,96.5886552614816,95.07696293357225,95.67788330650735,28437100
9,2019-01-15,MSFT,98.59799194335938,98.63555036509692,95.65910812334138,96.25064431128698,31587600
10,2019-01-16,MSFT,98.94538879394531,99.77165969487407,98.55103613497623,98.8327206991176,29853900
11,2019-01-17,MSFT,99.64021301269531,100.11906676298958,98.36325535150462,98.58859871420405,28393000
12,2019-01-18,MSFT,101.13310241699219,101.31150309037021,99.44301678940606,100.89836770508842,37427600
13,2019-01-22,MSFT,99.22706604003906,100.56035759643368,98.45713640684289,100.23173040486253,32371300
14,2019-01-23,MSFT,100.19418334960938,100.5040349497413,98.9078342955545,99.64021275864896,25874300
15,2019-01-24,MSFT,99.71531677246094,100.4664708215881,98.9078286768868,100.33501993752124,23164800
16,2019-01-25,MSFT,100.62608337402344,101.29272915446843,99.71531146607298,100.69180881255927,31225600
17,2019-01-28,MSFT,98.6637191772461,99.97823530771889,98.26936648716524,99.77166756618989,29476700
18,2019-01-29,MSFT,96.65440368652344,98.56044911924035,95.93141648984886,98.47594086607297,31490500
19,2019-01-30,MSFT,99.88433837890625,99.88433837890625,97.95951753166784,98.23181072892862,49471900
20,2019-01-31,MSFT,98.05339050292969,98.79515310028205,96.87971686728395,97.46186156943696,55636400
21,2019-02-01,MSFT,96.50414276123047,97.7435418710479,96.10039873193578,97.44308169786596,35535700
22,2019-02-04,MSFT,99.28343200683594,99.33977323174656,96.49478135227666,96.58868100594843,31315100
23,2019-02-05,MSFT,100.67303466796875,100.71997731702224,99.48996959337191,99.58386205501454,27325400
24,2019-02-06,MSFT,99.55569458007812,100.46646649729406,99.08622511046461,100.46646649729406,20609800
25,2019-02-07,MSFT,98.84210205078125,99.14256223412559,97.92194587333613,98.76699237759703,29760700
26,2019-02-08,MSFT,99.21768188476562,99.32096574730096,97.89378162682281,98.01584111730276,21461100
27,2019-02-11,MSFT,98.82334899902344,100.07213983151424,98.56044717398062,99.7153383573526,18914100
28,2019-02-12,MSFT,100.3631820678711,100.59791680133763,99.0392818961583,99.65897786747148,25056600
29,2019-02-13,MSFT,100.2880630493164,101.19883494149273,100.19417059068219,100.93593319190275,18394900
30,2019-02-14,MSFT,100.37256622314453,100.73875180785659,99.20828403491991,99.81858856708331,21784700
31,2019-02-15,MSFT,101.61198425292969,101.68710109552477,100.8044961038736,101.32091544229426,26606900
32,2019-02-19,MSFT,101.56503295898438,102.02511824053872,101.19884731107707,101.20823870714902,18038500
33,2019-02-20,MSFT,101.03697204589844,101.78190251049664,100.2260354486968,101.70646487491302,21607700
34,2019-02-21,MSFT,103.1680679321289,103.23407408356965,100.77297627478765,100.80126359767212,29063200
35,2019-02-22,MSFT,104.6390380859375,104.85591229904757,103.55464543800015,103.77152684523924,27763200
36,2019-02-25,MSFT,105.22367095947266,105.78001458664166,104.91250327031098,105.38397775015977,23750600
37,2019-02-26,MSFT,105.94973754882812,106.77952997973644,104.82762607085932,104.91249521166047,21536700
38,2019-02-27,MSFT,105.77058410644531,105.94974671264346,104.55417907336623,105.31797263012221,21487100
39,2019-02-28,MSFT,105.63856506347656,106.44007019683993,105.35568470741674,105.64799656691733,29083900
40,2019-03-01,MSFT,106.11005401611328,106.57209703003296,105.29911726850635,106.44951624507108,23501200
41,2019-03-04,MSFT,105.85543823242188,106.78895556472436,104.47873379660476,106.57207416725576,26608000
42,2019-03-05,MSFT,105.327392578125,105.9780296417906,104.88421262419983,105.84601736715257,19538300
43,2019-03-06,MSFT,105.37455749511719,106.23264459322647,105.07281408356752,105.48771397224722,17687000
44,2019-03-07,MSFT,104.09213256835938,105.18595678834025,103.6018022865907,105.04451300898003,25339000
45,2019-03-08,MSFT,104.20526885986328,104.3938557330862,102.59282735318473,102.93228948028843,22818400
46,2019-03-11,MSFT,106.3929214477539,106.5060707065491,104.64846749808237,104.65789180689606,26491600
47,2019-03-12,MSFT,107.13786315917969,107.48674966927081,106.22320151918905,106.3835011154001,26132700
48,2019-03-13,MSFT,107.96765899658203,108.43913349001689,107.28873457497507,107.6187652815535,35513800
49,2019-03-14,MSFT,108.05249786376953,108.62769719838296,107.80733635934253,108.0053547409774,30763400
50,2019-03-15,MSFT,109.2972183227539,110.56076648656092,108.05251877875817,108.75973050468501,54681100
51,2019-03-18,MSFT,110.86253356933594,110.90025239941134,109.42925399712679,109.54240329322177,31207600
52,2019-03-19,MSFT,110.93795013427734,111.68288069982033,110.31560034757186,111.35284279795113,37588700
53,2019-03-20,MSFT,110.81536865234375,111.9751991436277,110.05158222767523,110.69278786632606,28113300
54,2019-03-21,MSFT,113.361328125,113.92709607716024,110.40989319777879,110.45704352467956,29854400
55,2019-03-22,MSFT,110.3721694946289,112.76725332361698,110.36273799145458,112.68239137743517,33624500
56,2019-03-25,MSFT,110.94739532470703,111.27742607315807,109.68383978104067,109.91014555224557,27067100
57,2019-03-26,MSFT,111.18309783935547,111.93745257222903,110.18356720695843,111.85259063235877,26097700
58,2019-03-27,MSFT,110.108154296875,111.46600319269109,108.92946801762635,111.15482828837821,22733400
59,2019-03-28,MSFT,110.25904846191406,110.87196687083524,109.50468623645241,110.73995456049916,18334800
60,2019-03-29,MSFT,111.21138000488281,111.56969794685227,110.28728704678619,111.33396075484201,25399800
61,2019-04-01,MSFT,112.22978210449219,112.31465125187795,111.36227078749133,112.16377596502755,22789100
62,2019-04-02,MSFT,112.39008331298828,112.66353936122508,111.7583020733443,112.26749534997874,18142300
63,2019-04-03,MSFT,113.12557220458984,113.55932780278164,112.35235445231253,113.02184725783434,22860700
64,2019-04-04,MSFT,112.55036926269531,113.37073730799234,111.62627627394251,113.24814935983821,20112800
65,2019-04-05,MSFT,113.05015563964844,113.37076204231228,112.55982532244079,112.57868113712455,15826200
66,2019-04-08,MSFT,113.0878677368164,113.17272968904082,111.87146272935946,112.97471127305428,15116200
67,2019-04-09,MSFT,112.47496032714844,112.72012909187659,111.81489887687677,111.86204201239318,17612000
68,2019-04-10,MSFT,113.33304595947266,113.48391406298104,112.7201276525438,112.92757758973173,16477200
69,2019-04-11,MSFT,113.46503448486328,113.95536471123843,113.07842201123034,113.66305287594528,14209100
70,2019-04-12,MSFT,114.04965209960938,114.0779466060861,113.50274727457297,113.75734027983748,19745100
71,2019-04-15,MSFT,114.14397430419922,114.64373610114401,113.6913556387017,114.04024934323374,15792600
