,Date,Ticker,Close,High,Low,Open,Volume
0,2019-01-02,GOOGL,52.41962432861328,52.72330310283759,50.958386606132336,51.05381496390382,31868000
1,2019-01-03,GOOGL,50.96782684326172,52.9951693589422,50.81375210348746,52.2203173605121,41960000
2,2019-01-04,GOOGL,53.582149505615234,53.67807460737884,51.53393225189304,51.81723304953154,46022000
3,2019-01-07,GOOGL,53.47529220581055,53.81226813556225,52.815249239588354,53.72628554146417,47446000
4,2019-01-08,GOOGL,53.94497299194336,54.34159257564361,53.09904460311244,53.976283168363004,35414000
5,2019-01-09,GOOGL,53.76007843017578,54.25660084896614,53.398246263601564,54.075189915512524,26998000
6,2019-01-10,GOOGL,53.61992263793945,53.66863030598773,52.91664003226324,53.42658220424713,26598000
7,2019-01-11,GOOGL,52.90620422363281,53.348551026160074,52.50660034597815,53.17608529611614,30864000
8,2019-01-14,GOOGL,52.26206588745117,52.606997330312744,52.11494938874068,52.35301973280183,28490000
9,2019-01-15,GOOGL,54.00163269042969,54.08910931194271,52.40769177839388,52.58512875227479,37518000
10,2019-01-16,GOOGL,54.15073776245117,54.789409262763954,54.07618791506149,54.17509349336592,38280000
11,2019-01-17,GOOGL,54.62837600708008,54.706903615512246,53.8401004858822,54.075194148906846,24896000
12,2019-01-18,GOOGL,55.034934997558594,55.56674536391645,54.63632464787882,55.099049379145214,44892000
13,2019-01-22,GOOGL,53.609981536865234,54.62092068438932,53.225287644057936,54.473303645916225,39632000
14,2019-01-23,GOOGL,53.89726638793945,54.32171898451165,53.060286896463175,54.01903367950265,25194000
15,2019-01-24,GOOGL,53.87688446044922,54.07569290777785,53.18205028317994,53.80282756490805,29114000
16,2019-01-25,GOOGL,54.747161865234375,54.83910920293637,54.26455589292032,54.38532967656469,23260000
17,2019-01-28,GOOGL,53.67111587524414,54.34258778945916,53.4101800343555,54.17857433377555,29334000
18,2019-01-29,GOOGL,53.18403625488281,53.913164865947216,52.98324082657302,53.72976313827113,19704000
19,2019-01-30,GOOGL,54.57221221923828,54.64825609517573,53.51107517932295,53.54685986353666,29452000
20,2019-01-31,GOOGL,55.95889663696289,56.04736675777708,54.9330512499626,55.28046644857711,40232000
21,2019-02-01,GOOGL,55.59756088256836,56.381858627460545,55.380365254077915,55.779965319128216,33116000
22,2019-02-04,GOOGL,56.73076248168945,56.77648967209524,55.542390196853184,55.61694383235929,78408000
23,2019-02-05,GOOGL,57.25014877319336,57.294882472965135,55.84507755903426,56.144778558878485,82296000
24,2019-02-06,GOOGL,55.80978775024414,57.35601445840245,55.58463660430566,57.1209245972675,48256000
25,2019-02-07,GOOGL,54.965850830078125,55.268035554435876,54.35352206680481,55.259587077620814,38298000
26,2019-02-08,GOOGL,54.790401458740234,54.92559225712525,54.38583013984382,54.41763706278934,21766000
27,2019-02-11,GOOGL,54.77748107910156,55.33961196875683,54.67211400591193,54.85849621275027,18498000
28,2019-02-12,GOOGL,56.04289245605469,56.30531853249016,55.21932900400153,55.21932900400153,35036000
29,2019-02-13,GOOGL,56.09507369995117,56.80183729089842,55.96435741641369,56.31426009288796,28042000
30,2019-02-14,GOOGL,56.12340545654297,56.467840146089316,55.52151595160189,55.91465830892562,21106000
